title,imdb_rating,cast_1,cast_2,cast_3,movie_url,imdb_id,director
Avengers: Endgame,8.4,Robert Downey Jr.,Chris Evans,Mark Ruffalo,https://www.imdb.com/title/tt4154796/,tt4154796,Anthony Russo
Pirates of the Caribbean: On Stranger Tides,6.6,Johnny Depp,Penélope Cruz,Ian McShane,https://www.imdb.com/title/tt1298650/,tt1298650,Rob Marshall
Avengers: Age of Ultron,7.3,Robert Downey Jr.,Chris Evans,Mark Ruffalo,https://www.imdb.com/title/tt2395427/,tt2395427,Joss Whedon
Star Wars Episode VII: The Force Awakens,7.9,Daisy Ridley,John Boyega,Oscar Isaac,https://www.imdb.com/title/tt2488496/,tt2488496,J.J. Abrams
Avengers: Infinity War,8.5,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,https://www.imdb.com/title/tt4154756/,tt4154756,Anthony Russo
Pirates of the Caribbean: At World’s End,7.1,Johnny Depp,Orlando Bloom,Keira Knightley,https://www.imdb.com/title/tt0449088/,tt0449088,Gore Verbinski
Justice League,6.1,Ben Affleck,Gal Gadot,Jason Momoa,https://www.imdb.com/title/tt0974015/,tt0974015,Zack Snyder
Spectre,6.8,Daniel Craig,Christoph Waltz,Léa Seydoux,https://www.imdb.com/title/tt2379713/,tt2379713,Sam Mendes
Star Wars: The Rise of Skywalker,6.5,Daisy Ridley,John Boyega,Oscar Isaac,https://www.imdb.com/title/tt2527338/,tt2527338,J.J. Abrams
Solo: A Star Wars Story,6.9,Alden Ehrenreich,Woody Harrelson,Emilia Clarke,https://www.imdb.com/title/tt3778644/,tt3778644,Ron Howard
John Carter,6.6,Taylor Kitsch,Lynn Collins,Willem Dafoe,https://www.imdb.com/title/tt0401729/,tt0401729,Andrew Stanton
Batman v Superman: Dawn of Justice,6.5,Ben Affleck,Henry Cavill,Amy Adams,https://www.imdb.com/title/tt2975590/,tt2975590,Zack Snyder
Star Wars Episode VIII: The Last Jedi,6.9,Daisy Ridley,John Boyega,Mark Hamill,https://www.imdb.com/title/tt2527336/,tt2527336,Nathaniel Wayne
The Lion King,6.9,Donald Glover,Beyoncé,Seth Rogen,https://www.imdb.com/title/tt6105098/,tt6105098,Roger Allers
Tangled,7.8,Mandy Moore,Zachary Levi,Donna Murphy,https://www.imdb.com/title/tt0398286/,tt0398286,Nathan Greno
Spider-Man 3,6.3,Tobey Maguire,Kirsten Dunst,Topher Grace,https://www.imdb.com/title/tt0413300/,tt0413300,Sam Raimi
Captain America: Civil War,7.8,Chris Evans,Robert Downey Jr.,Scarlett Johansson,https://www.imdb.com/title/tt3498820/,tt3498820,Anthony Russo
Harry Potter and the Half-Blood Prince,7.6,Daniel Radcliffe,Emma Watson,Rupert Grint,https://www.imdb.com/title/tt0417741/,tt0417741,David Yates
The Hobbit: The Desolation of Smaug,7.8,Ian McKellen,Martin Freeman,Richard Armitage,https://www.imdb.com/title/tt1170358/,tt1170358,Peter Jackson
The Hobbit: The Battle of the Five Armies,7.4,Ian McKellen,Martin Freeman,Richard Armitage,https://www.imdb.com/title/tt2310332/,tt2310332,Peter Jackson
The Fate of the Furious,6.6,Vin Diesel,Jason Statham,Dwayne Johnson,https://www.imdb.com/title/tt4630562/,tt4630562,F. Gary Gray
Avatar,7.9,Sam Worthington,Zoe Saldana,Sigourney Weaver,https://www.imdb.com/title/tt0499549/,tt0499549,James Cameron
Superman Returns,6.1,Brandon Routh,Kevin Spacey,Kate Bosworth,https://www.imdb.com/title/tt0348150/,tt0348150,Bryan Singer
The Dark Knight Rises,8.4,Christian Bale,Tom Hardy,Anne Hathaway,https://www.imdb.com/title/tt1345836/,tt1345836,Christopher Nolan
Pirates of the Caribbean: Dead Men Tell No Tales,6.6,Johnny Depp,Geoffrey Rush,Javier Bardem,https://www.imdb.com/title/tt1790809/,tt1790809,Joachim Rønning
Quantum of Solace,6.6,Daniel Craig,Olga Kurylenko,Mathieu Amalric,https://www.imdb.com/title/tt0830515/,tt0830515,Marc Forster
The Avengers,8.1,Robert Downey Jr.,Chris Evans,Scarlett Johansson,https://www.imdb.com/title/tt0848228/,tt0848228,Joss Whedon
Pirates of the Caribbean: Dead Man’s Chest,7.4,Johnny Depp,Orlando Bloom,Keira Knightley,https://www.imdb.com/title/tt0383574/,tt0383574,Gore Verbinski
Man of Steel,7.1,Henry Cavill,Amy Adams,Michael Shannon,https://www.imdb.com/title/tt0770828/,tt0770828,Zack Snyder
The Chronicles of Narnia: Prince Caspian,6.5,Ben Barnes,Skandar Keynes,Georgie Henley,https://www.imdb.com/title/tt0499448/,tt0499448,Andrew Adamson
The Lone Ranger,6.4,Johnny Depp,Armie Hammer,William Fichtner,https://www.imdb.com/title/tt1210819/,tt1210819,Gore Verbinski
The Amazing Spider-Man,7.0,Andrew Garfield,Emma Stone,Rhys Ifans,https://www.imdb.com/title/tt0948470/,tt0948470,Marc Webb
Battleship,5.8,Alexander Skarsgård,Brooklyn Decker,Liam Neeson,https://www.imdb.com/title/tt1440129/,tt1440129,Peter Berg
Transformers: The Last Knight,5.2,Mark Wahlberg,Anthony Hopkins,Josh Duhamel,https://www.imdb.com/title/tt3371366/,tt3371366,Michael Bay
Jurassic World,7.0,Chris Pratt,Bryce Dallas Howard,Ty Simpkins,https://www.imdb.com/title/tt0369610/,tt0369610,Colin Trevorrow
Men in Black 3,6.8,Will Smith,Tommy Lee Jones,Josh Brolin,https://www.imdb.com/title/tt1409024/,tt1409024,Barry Sonnenfeld
Transformers: Revenge of the Fallen,6.0,Shia LaBeouf,Megan Fox,Josh Duhamel,https://www.imdb.com/title/tt1055369/,tt1055369,Michael Bay
Transformers: Age of Extinction,5.6,Mark Wahlberg,Nicola Peltz,Jack Reynor,https://www.imdb.com/title/tt2109248/,tt2109248,Michael Bay
X-Men: The Last Stand,6.7,Patrick Stewart,Hugh Jackman,Halle Berry,https://www.imdb.com/title/tt0376994/,tt0376994,Brett Ratner
Robin Hood,6.6,Russell Crowe,Cate Blanchett,Matthew Macfadyen,https://www.imdb.com/title/tt0955308/,tt0955308,Ridley Scott
King Kong,7.2,Naomi Watts,Jack Black,Adrien Brody,https://www.imdb.com/title/tt0360717/,tt0360717,Peter Jackson
The Golden Compass,6.1,Nicole Kidman,Daniel Craig,Dakota Blue Richards,https://www.imdb.com/title/tt0385752/,tt0385752,Chris Weitz
Black Panther,7.3,Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,https://www.imdb.com/title/tt1825683/,tt1825683,Ryan Coogler
Incredibles 2,7.6,Craig T. Nelson,Holly Hunter,Sarah Vowell,https://www.imdb.com/title/tt3606756/,tt3606756,Brad Bird
Rogue One: A Star Wars Story,7.8,Felicity Jones,Diego Luna,Alan Tudyk,https://www.imdb.com/title/tt3748528/,tt3748528,Gareth Edwards
Finding Dory,7.3,Ellen DeGeneres,Albert Brooks,Ed O'Neill,https://www.imdb.com/title/tt2277860/,tt2277860,Andrew Stanton
Toy Story 4,7.7,Tom Hanks,Tim Allen,Annie Potts,https://www.imdb.com/title/tt1979376/,tt1979376,Josh Cooley
Toy Story 3,8.3,Tom Hanks,Tim Allen,Joan Cusack,https://www.imdb.com/title/tt0435761/,tt0435761,Lee Unkrich
Iron Man 3,7.2,Robert Downey Jr.,Guy Pearce,Gwyneth Paltrow,https://www.imdb.com/title/tt1300854/,tt1300854,Shane Black
Guardians of the Galaxy Vol 2,7.6,Chris Pratt,Zoe Saldana,Dave Bautista,https://www.imdb.com/title/tt3896198/,tt3896198,
Spider-Man 2,7.4,Tobey Maguire,Kirsten Dunst,Alfred Molina,https://www.imdb.com/title/tt0316654/,tt0316654,Sam Raimi
Alice in Wonderland,6.4,Mia Wasikowska,Johnny Depp,Helena Bonham Carter,https://www.imdb.com/title/tt1014759/,tt1014759,Tim Burton
Skyfall,7.8,Daniel Craig,Javier Bardem,Naomie Harris,https://www.imdb.com/title/tt1074638/,tt1074638,Sam Mendes
The Hobbit: An Unexpected Journey,7.8,Martin Freeman,Ian McKellen,Richard Armitage,https://www.imdb.com/title/tt0903624/,tt0903624,Peter Jackson
Monsters University,7.3,Billy Crystal,John Goodman,Steve Buscemi,https://www.imdb.com/title/tt1453405/,tt1453405,Dan Scanlon
Oz the Great and Powerful,6.3,James Franco,Michelle Williams,Rachel Weisz,https://www.imdb.com/title/tt1623205/,tt1623205,Sam Raimi
X-Men: Days of Future Past,8.0,Patrick Stewart,Ian McKellen,Hugh Jackman,https://www.imdb.com/title/tt1877832/,tt1877832,Bryan Singer
The Amazing Spider-Man 2,6.6,Andrew Garfield,Emma Stone,Jamie Foxx,https://www.imdb.com/title/tt1872181/,tt1872181,Marc Webb
Cars 2,6.2,Owen Wilson,Larry the Cable Guy,Michael Caine,https://www.imdb.com/title/tt1216475/,tt1216475,John Lasseter
Fast & Furious Presents: Hobbs & Shaw,6.5,Dwayne Johnson,Jason Statham,Idris Elba,https://www.imdb.com/title/tt6806448/,tt6806448,David Leitch
Tron: Legacy,6.8,Jeff Bridges,Garrett Hedlund,Olivia Wilde,https://www.imdb.com/title/tt1104001/,tt1104001,Joseph Kosinski
2012,5.8,John Cusack,Thandiwe Newton,Chiwetel Ejiofor,https://www.imdb.com/title/tt1190080/,tt1190080,Roland Emmerich
Fantastic Beasts: The Crimes of Grindelwald,6.5,Eddie Redmayne,Katherine Waterston,Dan Fogler,https://www.imdb.com/title/tt4123430/,tt4123430,David Yates
Terminator Salvation,6.5,Christian Bale,Sam Worthington,Anton Yelchin,https://www.imdb.com/title/tt0438488/,tt0438488,McG
Green Lantern,5.5,Ryan Reynolds,Blake Lively,Peter Sarsgaard,https://www.imdb.com/title/tt1133985/,tt1133985,Martin Campbell
Prince of Persia: Sands of Time,6.6,Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,https://www.imdb.com/title/tt0473075/,tt0473075,
Dark Phoenix,5.7,James McAvoy,Michael Fassbender,Jennifer Lawrence,https://www.imdb.com/title/tt6565702/,tt6565702,Simon Kinberg
Transformers: Dark of the Moon,6.2,Shia LaBeouf,Rosie Huntington-Whiteley,Tyrese Gibson,https://www.imdb.com/title/tt1399103/,tt1399103,Michael Bay
The Mummy,5.4,Tom Cruise,Sofia Boutella,Annabelle Wallis,https://www.imdb.com/title/tt2345759/,tt2345759,Stephen Sommers
Jack the Giant Slayer,6.3,Nicholas Hoult,Stanley Tucci,Ewan McGregor,https://www.imdb.com/title/tt1351685/,tt1351685,Bryan Singer
Furious 7,7.2,Vin Diesel,Paul Walker,Dwayne Johnson,https://www.imdb.com/title/tt2820852/,tt2820852,James Wan
Star Trek Into Darkness,7.7,Chris Pine,Zachary Quinto,Zoe Saldana,https://www.imdb.com/title/tt1408101/,tt1408101,J.J. Abrams
World War Z,7.0,Brad Pitt,Mireille Enos,Daniella Kertesz,https://www.imdb.com/title/tt0816711/,tt0816711,Marc Forster
The Great Gatsby,7.2,Leonardo DiCaprio,Carey Mulligan,Joel Edgerton,https://www.imdb.com/title/tt1343092/,tt1343092,Baz Luhrmann
Disney’s A Christmas Carol,6.8,Jim Carrey,Gary Oldman,Colin Firth,https://www.imdb.com/title/tt1067106/,tt1067106,Robert Zemeckis
Pacific Rim,6.9,Idris Elba,Charlie Hunnam,Rinko Kikuchi,https://www.imdb.com/title/tt1663662/,tt1663662,Guillermo del Toro
The Good Dinosaur,6.7,Jeffrey Wright,Frances McDormand,Maleah Nipay-Padilla,https://www.imdb.com/title/tt1979388/,tt1979388,Peter Sohn
Iron Man,7.9,Robert Downey Jr.,Gwyneth Paltrow,Terrence Howard,https://www.imdb.com/title/tt0371746/,tt0371746,Jon Favreau
The Dark Knight,9.1,Christian Bale,Heath Ledger,Aaron Eckhart,https://www.imdb.com/title/tt0468569/,tt0468569,Christopher Nolan
Indiana Jones and the Kingdom of the Crystal Skull,6.2,Harrison Ford,Cate Blanchett,Shia LaBeouf,https://www.imdb.com/title/tt0367882/,tt0367882,Steven Spielberg
Brave,7.1,Kelly Macdonald,Billy Connolly,Emma Thompson,https://www.imdb.com/title/tt1217209/,tt1217209,Mark Andrews
Kong: Skull Island,6.7,Tom Hiddleston,Samuel L. Jackson,Brie Larson,https://www.imdb.com/title/tt3731562/,tt3731562,Jordan Vogt-Roberts
Star Trek Beyond,7.0,Chris Pine,Zachary Quinto,Karl Urban,https://www.imdb.com/title/tt2660888/,tt2660888,Justin Lin
Maleficent: Mistress of Evil,6.6,Angelina Jolie,Elle Fanning,Harris Dickinson,https://www.imdb.com/title/tt4777008/,tt4777008,Joachim Rønning
Blade Runner 2049,8.0,Harrison Ford,Ryan Gosling,Ana de Armas,https://www.imdb.com/title/tt1856101/,tt1856101,Denis Villeneuve
Terminator: Dark Fate,6.2,Linda Hamilton,Arnold Schwarzenegger,Mackenzie Davis,https://www.imdb.com/title/tt6450804/,tt6450804,Tim Miller
Aladdin,6.9,Will Smith,Mena Massoud,Naomi Scott,https://www.imdb.com/title/tt6139732/,tt6139732,Guy Ritchie
Thor: Ragnarok,7.9,Chris Hemsworth,Tom Hiddleston,Cate Blanchett,https://www.imdb.com/title/tt3501632/,tt3501632,Taika Waititi
"The Chronicles of Narnia: The Lion, the Witch a…",6.9,Tilda Swinton,Georgie Henley,William Moseley,https://www.imdb.com/title/tt0363771/,tt0363771,Andrew Adamson
Maleficent,7.0,Angelina Jolie,Elle Fanning,Sharlto Copley,https://www.imdb.com/title/tt1587310/,tt1587310,Robert Stromberg
Fantastic Beasts and Where to Find Them,7.3,Eddie Redmayne,Katherine Waterston,Alison Sudol,https://www.imdb.com/title/tt3183660/,tt3183660,David Yates
WALL-E,8.4,Ben Burtt,Elissa Knight,Jeff Garlin,https://www.imdb.com/title/tt0910970/,tt0910970,Andrew Stanton
Rush Hour 3,6.2,Jackie Chan,Chris Tucker,Max von Sydow,https://www.imdb.com/title/tt0293564/,tt0293564,Brett Ratner
The Legend of Tarzan,6.2,Alexander Skarsgård,Rory J. Saper,Christian Stevens,https://www.imdb.com/title/tt0918940/,tt0918940,David Yates
Hugo,7.5,Asa Butterfield,Chloë Grace Moretz,Christopher Lee,https://www.imdb.com/title/tt0970179/,tt0970179,Martin Scorsese
Valerian and the City of a Thousand Planets,6.5,Dane DeHaan,Cara Delevingne,Clive Owen,https://www.imdb.com/title/tt2239822/,tt2239822,Luc Besson
Jupiter Ascending,5.3,Channing Tatum,Mila Kunis,Eddie Redmayne,https://www.imdb.com/title/tt1617661/,tt1617661,Lana Wachowski
Mission: Impossible—Fallout,7.7,Tom Cruise,Henry Cavill,Ving Rhames,https://www.imdb.com/title/tt4912910/,tt4912910,Christopher McQuarrie
X-Men: Apocalypse,6.9,James McAvoy,Michael Fassbender,Jennifer Lawrence,https://www.imdb.com/title/tt3385516/,tt3385516,Bryan Singer
The Meg,5.6,Jason Statham,Bingbing Li,Rainn Wilson,https://www.imdb.com/title/tt4779682/,tt4779682,Jon Turteltaub
Edge of Tomorrow,7.9,Tom Cruise,Emily Blunt,Bill Paxton,https://www.imdb.com/title/tt1631867/,tt1631867,Doug Liman
Captain Marvel,6.8,Brie Larson,Samuel L. Jackson,Ben Mendelsohn,https://www.imdb.com/title/tt4154664/,tt4154664,Anna Boden
The Jungle Book,7.4,Neel Sethi,Bill Murray,Ben Kingsley,https://www.imdb.com/title/tt3040964/,tt3040964,Jon Favreau
Inside Out,8.2,Amy Poehler,Bill Hader,Lewis Black,https://www.imdb.com/title/tt2096673/,tt2096673,Pete Docter
Spider-Man: Homecoming,7.4,Tom Holland,Michael Keaton,Robert Downey Jr.,https://www.imdb.com/title/tt2250912/,tt2250912,Jon Watts
Suicide Squad,5.9,Will Smith,Jared Leto,Margot Robbie,https://www.imdb.com/title/tt1386697/,tt1386697,David Ayer
Up,8.3,Edward Asner,Jordan Nagai,John Ratzenberger,https://www.imdb.com/title/tt1049413/,tt1049413,Pete Docter
Coco,8.4,Anthony Gonzalez,Gael García Bernal,Benjamin Bratt,https://www.imdb.com/title/tt2380307/,tt2380307,Lee Unkrich
Ralph Breaks The Internet,7.0,John C. Reilly,Sarah Silverman,Gal Gadot,https://www.imdb.com/title/tt5848272/,tt5848272,Phil Johnston
Monsters vs. Aliens,6.5,Reese Witherspoon,Rainn Wilson,Stephen Colbert,https://www.imdb.com/title/tt0892782/,tt0892782,Rob Letterman
Cars 3,6.7,Owen Wilson,Cristela Alonzo,Chris Cooper,https://www.imdb.com/title/tt3606752/,tt3606752,Brian Fee
G.I. Joe: The Rise of Cobra,5.7,Dennis Quaid,Channing Tatum,Marlon Wayans,https://www.imdb.com/title/tt1046173/,tt1046173,Stephen Sommers
The Mummy: Tomb of the Dragon Emperor,5.2,Brendan Fraser,Jet Li,Maria Bello,https://www.imdb.com/title/tt0859163/,tt0859163,Rob Cohen
Evan Almighty,5.4,Steve Carell,Morgan Freeman,Lauren Graham,https://www.imdb.com/title/tt0413099/,tt0413099,Tom Shadyac
King Arthur: Legend of the Sword,6.7,Charlie Hunnam,Astrid Bergès-Frisbey,Jude Law,https://www.imdb.com/title/tt1972591/,tt1972591,Guy Ritchie
47 Ronin,6.2,Keanu Reeves,Hiroyuki Sanada,Ko Shibasaki,https://www.imdb.com/title/tt1335975/,tt1335975,Carl Rinsch
Jurassic World: Fallen Kingdom,6.2,Chris Pratt,Bryce Dallas Howard,Rafe Spall,https://www.imdb.com/title/tt4881806/,tt4881806,J.A. Bayona
Guardians of the Galaxy,8.1,Chris Pratt,Vin Diesel,Bradley Cooper,https://www.imdb.com/title/tt2015381/,tt2015381,James Gunn
Iron Man 2,7.0,Robert Downey Jr.,Mickey Rourke,Gwyneth Paltrow,https://www.imdb.com/title/tt1228705/,tt1228705,Jon Favreau
Captain America: The Winter Soldier,7.8,Chris Evans,Samuel L. Jackson,Scarlett Johansson,https://www.imdb.com/title/tt1843866/,tt1843866,Anthony Russo
Dawn of the Planet of the Apes,7.6,Gary Oldman,Keri Russell,Andy Serkis,https://www.imdb.com/title/tt2103281/,tt2103281,Matt Reeves
The Polar Express,6.6,Tom Hanks,Chris Coppola,Michael Jeter,https://www.imdb.com/title/tt0338348/,tt0338348,Robert Zemeckis
Snow White and the Huntsman,6.1,Kristen Stewart,Chris Hemsworth,Charlize Theron,https://www.imdb.com/title/tt1735898/,tt1735898,Rupert Sanders
Terminator 3: Rise of the Machines,6.3,Arnold Schwarzenegger,Nick Stahl,Kristanna Loken,https://www.imdb.com/title/tt0181852/,tt0181852,Jonathan Mostow
Van Helsing,6.0,Hugh Jackman,Kate Beckinsale,Richard Roxburgh,https://www.imdb.com/title/tt0338526/,tt0338526,Stephen Sommers
Dumbo,6.3,Colin Farrell,Michael Keaton,Danny DeVito,https://www.imdb.com/title/tt3861390/,tt3861390,Tim Burton
Godzilla: King of the Monsters,6.0,Kyle Chandler,Vera Farmiga,Millie Bobby Brown,https://www.imdb.com/title/tt3741700/,tt3741700,Michael Dougherty
Tomorrowland,6.4,George Clooney,Britt Robertson,Hugh Laurie,https://www.imdb.com/title/tt1964418/,tt1964418,Brad Bird
Alita: Battle Angel,7.3,Rosa Salazar,Christoph Waltz,Jennifer Connelly,https://www.imdb.com/title/tt0437086/,tt0437086,Robert Rodriguez
Alice Through the Looking Glass,6.2,Mia Wasikowska,Johnny Depp,Helena Bonham Carter,https://www.imdb.com/title/tt2567026/,tt2567026,James Bobin
Shrek Forever After,6.3,Mike Myers,Cameron Diaz,Eddie Murphy,https://www.imdb.com/title/tt0892791/,tt0892791,Mike Mitchell
Doctor Strange,7.5,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,https://www.imdb.com/title/tt1211837/,tt1211837,Scott Derrickson
Big Hero 6,7.8,Ryan Potter,Scott Adsit,Jamie Chung,https://www.imdb.com/title/tt2245084/,tt2245084,Don Hall
How to Train Your Dragon,8.1,Jay Baruchel,Gerard Butler,Christopher Mintz-Plasse,https://www.imdb.com/title/tt0892769/,tt0892769,Dean DeBlois
Wreck-It Ralph,7.7,John C. Reilly,Jack McBrayer,Jane Lynch,https://www.imdb.com/title/tt1772341/,tt1772341,Rich Moore
Interstellar,8.7,Matthew McConaughey,Anne Hathaway,Jessica Chastain,https://www.imdb.com/title/tt0816692/,tt0816692,Christopher Nolan
Independence Day: Resurgence,5.2,Liam Hemsworth,Jeff Goldblum,Bill Pullman,https://www.imdb.com/title/tt1628841/,tt1628841,Roland Emmerich
Cowboys and Aliens,6.0,Daniel Craig,Harrison Ford,Olivia Wilde,https://www.imdb.com/title/tt0409847/,tt0409847,Jon Favreau
Beauty and the Beast,7.1,Emma Watson,Dan Stevens,Luke Evans,https://www.imdb.com/title/tt2771200/,tt2771200,Bill Condon
Spider-Man: Far From Home,7.4,Tom Holland,Samuel L. Jackson,Jake Gyllenhaal,https://www.imdb.com/title/tt6320628/,tt6320628,Jon Watts
Aquaman,6.9,Jason Momoa,Amber Heard,Willem Dafoe,https://www.imdb.com/title/tt1477834/,tt1477834,James Wan
Shrek the Third,6.1,Mike Myers,Cameron Diaz,Eddie Murphy,https://www.imdb.com/title/tt0413267/,tt0413267,Chris Miller
Inception,8.8,Leonardo DiCaprio,Joseph Gordon-Levitt,Elliot Page,https://www.imdb.com/title/tt1375666/,tt1375666,Christopher Nolan
The Hunger Games: Mockingjay - Part 2,6.5,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,https://www.imdb.com/title/tt1951266/,tt1951266,Francis Lawrence
Fast and Furious 6,7.1,Vin Diesel,Paul Walker,Dwayne Johnson,https://www.imdb.com/title/tt1905041/,tt1905041,Justin Lin
Godzilla,6.4,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,https://www.imdb.com/title/tt0831387/,tt0831387,Gareth Edwards
X-Men: First Class,7.7,James McAvoy,Michael Fassbender,Jennifer Lawrence,https://www.imdb.com/title/tt1270798/,tt1270798,Matthew Vaughn
The Curious Case of Benjamin Button,7.8,Brad Pitt,Cate Blanchett,Tilda Swinton,https://www.imdb.com/title/tt0421715/,tt0421715,David Fincher
The Sorcerer's Apprentice,6.1,Nicolas Cage,Jay Baruchel,Alfred Molina,https://www.imdb.com/title/tt0963966/,tt0963966,Jon Turteltaub
Poseidon,5.7,Richard Dreyfuss,Kurt Russell,Emmy Rossum,https://www.imdb.com/title/tt0409182/,tt0409182,Wolfgang Petersen
Warcraft,6.8,Travis Fimmel,Paula Patton,Ben Foster,https://www.imdb.com/title/tt0803096/,tt0803096,Duncan Jones
The Irishman,7.8,Robert De Niro,Al Pacino,Joe Pesci,https://www.imdb.com/title/tt1302006/,tt1302006,Martin Scorsese
Deepwater Horizon,7.1,Mark Wahlberg,Kurt Russell,Douglas M. Griffin,https://www.imdb.com/title/tt1860357/,tt1860357,Peter Berg
The Chronicles of Narnia: The Voyage of the Daw…,6.3,Ben Barnes,Skandar Keynes,Georgie Henley,https://www.imdb.com/title/tt0980970/,tt0980970,Michael Apted
Terminator: Genisys,6.3,Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,https://www.imdb.com/title/tt1340138/,tt1340138,Alan Taylor
Pacific Rim: Uprising,5.6,John Boyega,Scott Eastwood,Cailee Spaeny,https://www.imdb.com/title/tt2557478/,tt2557478,Steven S. DeKnight
Alexander,5.6,Colin Farrell,Anthony Hopkins,Rosario Dawson,https://www.imdb.com/title/tt0346491/,tt0346491,Oliver Stone
War for the Planet of the Apes,7.4,Andy Serkis,Woody Harrelson,Steve Zahn,https://www.imdb.com/title/tt3450958/,tt3450958,Matt Reeves
Pearl Harbor,6.2,Ben Affleck,Kate Beckinsale,Josh Hartnett,https://www.imdb.com/title/tt0213149/,tt0213149,Michael Bay
Transformers,7.1,Shia LaBeouf,Megan Fox,Josh Duhamel,https://www.imdb.com/title/tt0418279/,tt0418279,Michael Bay
Frozen II,6.8,Kristen Bell,Idina Menzel,Josh Gad,https://www.imdb.com/title/tt4520988/,tt4520988,Chris Buck
Wonder Woman,7.4,Gal Gadot,Chris Pine,Robin Wright,https://www.imdb.com/title/tt0451279/,tt0451279,Patty Jenkins
Frozen,7.5,Kristen Bell,Idina Menzel,Jonathan Groff,https://www.imdb.com/title/tt2294629/,tt2294629,Chris Buck
Zootopia,8.0,Ginnifer Goodwin,Jason Bateman,Idris Elba,https://www.imdb.com/title/tt2948356/,tt2948356,Byron Howard
Harry Potter and the Order of the Phoenix,7.5,Daniel Radcliffe,Emma Watson,Rupert Grint,https://www.imdb.com/title/tt0373889/,tt0373889,David Yates
Harry Potter and the Goblet of Fire,7.7,Daniel Radcliffe,Emma Watson,Rupert Grint,https://www.imdb.com/title/tt0330373/,tt0330373,Mike Newell
The Matrix Reloaded,7.2,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,https://www.imdb.com/title/tt0234215/,tt0234215,Lana Wachowski
I am Legend,7.2,Will Smith,Alice Braga,Charlie Tahan,https://www.imdb.com/title/tt0480249/,tt0480249,Francis Lawrence
Moana,7.6,Auli'i Cravalho,Dwayne Johnson,Rachel House,https://www.imdb.com/title/tt3521164/,tt3521164,Ron Clements
Hancock,6.4,Will Smith,Charlize Theron,Jason Bateman,https://www.imdb.com/title/tt0448157/,tt0448157,Peter Berg
Charlie and the Chocolate Factory,6.7,Johnny Depp,Freddie Highmore,David Kelly,https://www.imdb.com/title/tt0367594/,tt0367594,Tim Burton
Ratatouille,8.1,Brad Garrett,Lou Romano,Patton Oswalt,https://www.imdb.com/title/tt0382932/,tt0382932,Brad Bird
Thor: The Dark World,6.8,Chris Hemsworth,Natalie Portman,Tom Hiddleston,https://www.imdb.com/title/tt1981115/,tt1981115,Alan Taylor
Batman Begins,8.3,Christian Bale,Michael Caine,Ken Watanabe,https://www.imdb.com/title/tt0372784/,tt0372784,Christopher Nolan
Mission: Impossible—Rogue Nation,7.4,Tom Cruise,Rebecca Ferguson,Jeremy Renner,https://www.imdb.com/title/tt2381249/,tt2381249,Christopher McQuarrie
Dunkirk,7.8,Fionn Whitehead,Barry Keoghan,Mark Rylance,https://www.imdb.com/title/tt5013056/,tt5013056,Christopher Nolan
Thor,7.0,Chris Hemsworth,Anthony Hopkins,Natalie Portman,https://www.imdb.com/title/tt0800369/,tt0800369,Kenneth Branagh
Madagascar: Escape 2 Africa,6.7,Ben Stiller,Chris Rock,David Schwimmer,https://www.imdb.com/title/tt0479952/,tt0479952,Eric Darnell
X-Men Origins: Wolverine,6.6,Hugh Jackman,Liev Schreiber,Ryan Reynolds,https://www.imdb.com/title/tt0458525/,tt0458525,Gavin Hood
Night at the Museum: Battle of the Smithsonian,6.0,Ben Stiller,Owen Wilson,Amy Adams,https://www.imdb.com/title/tt1078912/,tt1078912,Shawn Levy
Kung Fu Panda 2,7.2,Jack Black,Angelina Jolie,Jackie Chan,https://www.imdb.com/title/tt1302011/,tt1302011,Jennifer Yuh Nelson
Mad Max: Fury Road,8.1,Tom Hardy,Charlize Theron,Nicholas Hoult,https://www.imdb.com/title/tt1392190/,tt1392190,George Miller
Pokémon: Detective Pikachu,6.6,Ryan Reynolds,Justice Smith,Kathryn Newton,https://www.imdb.com/title/tt5884052/,tt5884052,Rob Letterman
The Matrix Revolutions,6.7,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,https://www.imdb.com/title/tt0242653/,tt0242653,Lana Wachowski
Ready Player One,7.4,Tye Sheridan,Olivia Cooke,Ben Mendelsohn,https://www.imdb.com/title/tt1677720/,tt1677720,Steven Spielberg
Chicken Little,5.7,Zach Braff,Joan Cusack,Garry Marshall,https://www.imdb.com/title/tt0371606/,tt0371606,Mark Dindal
Mission: Impossible III,6.9,Tom Cruise,Michelle Monaghan,Ving Rhames,https://www.imdb.com/title/tt0317919/,tt0317919,J.J. Abrams
Angels & Demons,6.7,Tom Hanks,Ewan McGregor,Ayelet Zurer,https://www.imdb.com/title/tt0808151/,tt0808151,Ron Howard
