rating_check,runtime,genre
6.8,['113'],"['Adventure', 'Family', 'Fantasy', 'Romance']"
5.8,['85'],"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']"
3.4,['104'],"['Action', 'Crime', 'Fantasy']"
6.1,['126'],"['Action', 'Adventure', 'Thriller']"
7.2,['95'],"['Animation', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']"
6.8,['115'],"['Action', 'Drama', 'Thriller', 'War']"
5.3,['109'],"['Action', 'Sci-Fi', 'Thriller']"
5.3,['114'],"['Action', 'Adventure', 'Crime', 'Sport', 'Thriller']"
2.8,['110'],"['Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']"
6.9,['122'],"['Action', 'Adventure', 'Biography', 'Drama', 'History']"
6.2,['119'],"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
2.2,['94'],"['Comedy', 'Family', 'Fantasy']"
6.1,['128'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']"
3.8,['95'],"['Action', 'Comedy', 'Sci-Fi']"
7.5,['146'],"['Drama', 'History', 'Romance', 'War']"
7.0,['88'],"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family']"
6.6,['107'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
6.4,['130'],"['Action', 'Adventure', 'Fantasy', 'Thriller']"
8.1,['152'],"['Action', 'Biography', 'Drama', 'Sport']"
7.5,['167'],"['Crime', 'Drama']"
6.4,['122'],"['Horror', 'Sci-Fi', 'Thriller']"
6.9,['105'],"['Adventure', 'Drama', 'Family', 'Fantasy', 'Romance']"
6.5,['88'],"['Animation', 'Adventure', 'Comedy', 'Family']"
7.7,['144'],"['Action', 'Drama', 'History', 'War']"
4.5,['146'],"['Comedy', 'Drama', 'Romance']"
5.9,['118'],"['Adventure', 'Family', 'Fantasy']"
6.1,['85'],['Comedy']
6.8,['98'],"['Action', 'Thriller']"
6.9,['89'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']"
6.6,['135'],"['Drama', 'Fantasy', 'Thriller']"
5.7,['123'],"['Action', 'Adventure', 'Drama']"
5.5,['102'],"['Action', 'Adventure', 'Fantasy']"
8.2,['100'],"['Animation', 'Adventure', 'Comedy', 'Family']"
9.0,['201'],"['Action', 'Adventure', 'Drama', 'Fantasy']"
8.8,['179'],"['Action', 'Adventure', 'Drama', 'Fantasy']"
5.7,['100'],"['Action', 'Adventure', 'Fantasy', 'Thriller']"
7.7,['129'],"['Action', 'Adventure', 'Comedy', 'Thriller']"
8.9,['178'],"['Action', 'Adventure', 'Drama', 'Fantasy']"
5.9,['92'],"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
7.6,['105'],"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
6.5,['96'],"['Action', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Thriller']"
8.1,['115'],"['Animation', 'Action', 'Adventure', 'Family']"
5.2,['98'],"['Action', 'Thriller']"
6.0,['137'],"['Drama', 'History', 'War', 'Western']"
7.3,['114'],"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']"
6.9,['119'],"['Action', 'Adventure', 'Comedy', 'Fantasy']"
6.6,['90'],"['Action', 'Comedy', 'Crime', 'Thriller']"
7.6,['128'],"['Action', 'Adventure', 'Mystery']"
6.9,['94'],"['Animation', 'Adventure', 'Comedy', 'Family']"
8.4,['117'],"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
6.6,['130'],"['Drama', 'Horror', 'Mystery', 'Thriller']"
6.9,['96'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Music', 'Musical']"
7.6,['161'],"['Comedy', 'Drama']"
8.5,['151'],"['Crime', 'Drama', 'Thriller']"
5.6,['98'],"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
7.0,['107'],"['Action', 'Comedy', 'War']"
7.8,['158'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
5.6,['113'],['Comedy']
6.9,['132'],"['Action', 'Adventure', 'Western']"
5.0,['92'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Music', 'Musical']"
6.9,['95'],"['Animation', 'Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']"
7.1,['121'],"['Drama', 'History', 'Thriller', 'War']"
5.6,['105'],"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']"
7.2,['146'],"['Drama', 'Sci-Fi']"
5.1,['99'],"['Comedy', 'Family', 'Fantasy', 'Horror', 'Mystery']"
5.8,['112'],"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
6.4,['128'],"['Crime', 'Mystery', 'Thriller']"
5.8,['106'],"['Adventure', 'Family', 'Fantasy']"
5.5,['117'],"['Action', 'Adventure', 'Fantasy']"
6.4,['129'],"['Action', 'Adventure', 'Comedy', 'Crime', 'Mystery', 'Thriller']"
7.1,['126'],"['Action', 'Crime', 'Thriller']"
5.6,['114'],"['Adventure', 'Sci-Fi', 'Thriller']"
6.3,['119'],"['Action', 'Adventure', 'Fantasy', 'Thriller']"
6.3,['126'],"['Action', 'Adventure', 'Drama', 'History', 'War']"
6.7,['138'],"['Drama', 'History', 'Thriller', 'War']"
5.1,['113'],"['Action', 'Adventure', 'Fantasy']"
5.7,['110'],"['Action', 'Adventure', 'Fantasy', 'History', 'Romance', 'Thriller']"
6.0,['133'],"['Action', 'Adventure', 'Drama', 'History', 'War']"
4.1,['110'],"['Action', 'Family', 'Fantasy', 'Musical']"
8.0,['144'],"['Biography', 'Drama', 'History', 'Romance', 'Sport']"
5.3,['107'],"['Action', 'Adventure', 'Sci-Fi']"
5.7,['106'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
6.8,['131'],"['Crime', 'Drama', 'Thriller']"
7.3,['140'],"['Drama', 'History', 'Sport']"
7.8,['143'],"['Adventure', 'Drama', 'Romance']"
6.4,['108'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Music', 'Musical', 'Romance']"
7.7,['116'],"['Crime', 'Thriller']"
7.7,['108'],"['Action', 'Mystery', 'Thriller']"
6.6,['107'],"['Action', 'Crime', 'Thriller']"
6.8,['86'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Music', 'Musical']"
6.7,['139'],"['Action', 'Adventure', 'Mystery', 'Sci-Fi']"
7.1,['91'],"['Animation', 'Comedy', 'Family', 'Fantasy', 'Horror']"
7.0,['132'],"['Action', 'Adventure', 'Comedy', 'Fantasy']"
7.1,['107'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']"
6.7,['115'],"['Action', 'Thriller']"
5.9,['115'],"['Comedy', 'Romance']"
6.9,['122'],"['Crime', 'Thriller']"
6.5,['121'],"['Comedy', 'Drama', 'Romance']"
6.1,['86'],"['Animation', 'Adventure', 'Comedy', 'Family']"
6.2,['104'],"['Action', 'Comedy', 'Crime']"
4.8,['100'],"['Adventure', 'Comedy', 'Family']"
5.6,['106'],"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']"
6.9,['136'],"['Comedy', 'Romance']"
6.0,['104'],"['Action', 'Crime', 'Thriller']"
7.3,['145'],"['Drama', 'Romance']"
7.6,['131'],"['Action', 'Drama', 'War']"
6.6,['104'],"['Action', 'Adventure', 'Comedy', 'Thriller']"
7.1,['97'],"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']"
5.2,['107'],"['Action', 'Adventure', 'Comedy', 'Thriller']"
4.3,['82'],"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
5.5,['108'],"['Action', 'Drama', 'Thriller']"
5.5,['95'],"['Action', 'Comedy', 'Crime']"
7.7,['157'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
7.6,['112'],"['Action', 'Comedy', 'Fantasy', 'Romance']"
5.5,['135'],"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
7.6,['105'],"['Biography', 'Drama', 'Musical']"
5.2,['89'],"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery']"
4.4,['106'],"['Comedy', 'Romance', 'Sci-Fi']"
6.6,['116'],"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
6.4,['107'],"['Comedy', 'Drama', 'Fantasy', 'Romance']"
6.3,['97'],"['Adventure', 'Comedy', 'Family', 'Fantasy']"
6.1,['88'],"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
7.0,['120'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
6.4,['113'],"['Comedy', 'Crime', 'Sport']"
6.4,['103'],"['Action', 'Adventure', 'Thriller']"
5.9,['123'],"['Action', 'Mystery', 'Sci-Fi', 'Thriller']"
6.8,['101'],"['Comedy', 'Fantasy']"
7.2,['142'],"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
6.5,['102'],['Comedy']
7.3,['104'],"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
6.7,['89'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Horror']"
6.5,['86'],"['Animation', 'Adventure', 'Comedy', 'Family']"
6.7,['83'],"['Animation', 'Adventure', 'Comedy', 'Family']"
7.3,['85'],"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']"
5.3,['101'],['Comedy']
4.3,['87'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Music', 'Musical']"
6.5,['110'],"['Action', 'Adventure', 'Comedy']"
6.4,['91'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Romance', 'Sci-Fi']"
8.2,['138'],"['Mystery', 'Thriller']"
6.7,['128'],"['Comedy', 'Drama', 'Romance']"
5.7,['88'],"['Comedy', 'Drama', 'Romance']"
6.0,['99'],"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance', 'Sci-Fi']"
7.7,['117'],"['Crime', 'Drama', 'Thriller']"
6.4,['117'],"['Comedy', 'Romance']"
5.3,['103'],"['Action', 'Crime']"
6.6,['118'],"['Action', 'Mystery', 'Thriller']"
4.6,['81'],"['Animation', 'Adventure', 'Comedy', 'Family']"
7.2,['154'],"['Adventure', 'Drama', 'History', 'Romance', 'War']"
6.8,['118'],"['Action', 'Adventure', 'Drama', 'Thriller']"
7.6,['134'],"['Action', 'Drama', 'War']"
6.6,['96'],"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']"
5.6,['93'],"['Adventure', 'Comedy', 'Crime', 'Mystery']"
5.2,['102'],"['Comedy', 'Family', 'Fantasy', 'Romance']"
5.5,['104'],"['Drama', 'Sci-Fi', 'Thriller']"
7.2,['83'],"['Animation', 'Adventure', 'Drama', 'Family', 'Western']"
6.5,['99'],"['Action', 'Crime', 'Thriller']"
6.6,['129'],"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
7.1,['126'],"['Action', 'Crime', 'Sci-Fi', 'Thriller']"
4.8,['102'],"['Comedy', 'Fantasy', 'Romance']"
6.7,['167'],"['Drama', 'History', 'Thriller']"
6.0,['96'],"['Action', 'Adventure', 'Sci-Fi']"
6.5,['123'],"['Adventure', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
5.9,['129'],"['Action', 'Adventure', 'Romance', 'Thriller', 'Western']"
5.3,['90'],"['Comedy', 'Fantasy']"
6.3,['89'],"['Action', 'Sci-Fi', 'Thriller']"
6.1,['101'],"['Comedy', 'Sci-Fi']"
5.9,['118'],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Mystery', 'Thriller']"
5.2,['95'],"['Animation', 'Adventure', 'Comedy', 'Family']"
5.2,['87'],"['Animation', 'Adventure', 'Comedy', 'Family']"
7.3,['145'],"['Drama', 'History', 'Thriller']"
5.9,['106'],"['Action', 'Adventure', 'Fantasy']"
5.5,['105'],"['Action', 'Adventure', 'Drama', 'Fantasy', 'History', 'Romance']"
2.5,['118'],"['Action', 'Adventure', 'Sci-Fi']"
5.8,['93'],"['Animation', 'Adventure', 'Comedy', 'Family']"
5.8,['118'],"['Drama', 'Musical', 'Romance']"
5.6,['116'],"['Action', 'Adventure', 'Sci-Fi', 'War']"
7.7,['104'],['Documentary']
5.7,['106'],"['Action', 'Sci-Fi', 'Thriller']"
6.0,['94'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
5.9,['99'],"['Sci-Fi', 'Thriller']"
4.2,['110'],"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']"
6.6,['100'],"['Action', 'Adventure', 'Drama', 'Romance']"
5.7,['94'],"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
3.3,['91'],['Comedy']
8.2,['135'],"['Biography', 'Drama']"
6.4,['95'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
7.2,['124'],"['Crime', 'Drama', 'Thriller']"
6.7,['136'],"['Action', 'Adventure', 'Biography', 'Drama', 'Sport', 'Western']"
5.8,['110'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
5.1,['114'],"['Horror', 'Mystery', 'Thriller']"
5.3,['110'],"['Adventure', 'Comedy', 'Family']"
7.7,['108'],"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy']"
5.4,['106'],"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller', 'War']"
6.7,['121'],"['Action', 'Crime', 'Thriller']"
7.3,['98'],"['Animation', 'Adventure', 'Comedy', 'Crime', 'Family', 'Sci-Fi']"
5.9,['107'],"['Action', 'Crime', 'Thriller']"
7.9,['109'],"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
4.3,['92'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
6.5,['87'],"['Animation', 'Adventure', 'Comedy', 'Family']"
6.3,['85'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']"
7.1,['108'],"['Animation', 'Comedy', 'Family', 'Musical']"
6.3,['89'],"['Animation', 'Adventure', 'Comedy', 'Crime', 'Family', 'Sci-Fi']"
6.8,['91'],"['Animation', 'Adventure', 'Comedy', 'Family']"
6.9,['86'],"['Animation', 'Adventure', 'Comedy', 'Family']"
5.9,['102'],['Comedy']
6.0,['90'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Thriller']"
7.4,['104'],"['Action', 'Adventure', 'Sci-Fi']"
6.7,['110'],"['Action', 'Crime', 'Thriller']"
6.8,['99'],"['Comedy', 'Drama', 'Romance']"
6.6,['114'],"['Comedy', 'Musical', 'Romance']"
6.8,['117'],"['Comedy', 'Drama', 'Musical', 'Romance']"
7.2,['115'],"['Crime', 'Mystery', 'Thriller']"
6.6,['130'],"['Drama', 'Music', 'Musical']"
7.2,['104'],"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']"
6.0,['110'],"['Action', 'Drama', 'Fantasy', 'Romance']"
7.4,['128'],"['Comedy', 'Drama', 'Romance']"
7.0,['121'],"['Action', 'Fantasy', 'Horror', 'Mystery']"
6.6,['91'],"['Animation', 'Comedy', 'Family', 'Fantasy', 'Mystery']"
5.9,['124'],"['Action', 'Adventure', 'Drama', 'Thriller']"
7.0,['102'],"['Biography', 'Comedy', 'Drama', 'History']"
7.0,['97'],"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']"
5.6,['118'],"['Comedy', 'Crime', 'Music']"
7.5,['164'],"['Action', 'Drama', 'History', 'Thriller']"
5.4,['100'],"['Action', 'Comedy', 'Romance', 'Thriller']"
7.2,['116'],"['Action', 'Adventure', 'Comedy']"
6.6,['121'],"['Action', 'Drama', 'Thriller', 'War']"
5.5,['110'],"['Drama', 'Fantasy', 'Mystery', 'Thriller']"
6.4,['131'],"['Comedy', 'Drama', 'Romance']"
6.5,['123'],"['Comedy', 'Crime', 'Drama', 'Romance']"
6.1,['110'],"['Action', 'Adventure', 'Fantasy']"
6.5,['113'],"['Action', 'Crime', 'Drama', 'Thriller']"
6.2,['121'],"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']"
5.3,['116'],"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
6.6,['94'],"['Animation', 'Action', 'Adventure', 'Family', 'Sci-Fi']"
6.1,['113'],"['Action', 'Adventure', 'Drama', 'Romance', 'Thriller']"
4.8,['93'],"['Animation', 'Comedy', 'Fantasy']"
4.8,['99'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']"
6.4,['91'],"['Animation', 'Adventure', 'Comedy', 'Crime', 'Family', 'Sci-Fi']"
6.0,['92'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
7.3,['106'],"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
6.6,['108'],"['Comedy', 'Sport']"
6.3,['97'],"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']"
7.3,['87'],"['Animation', 'Adventure', 'Comedy']"
5.7,['112'],"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']"
6.3,['146'],"['Comedy', 'Drama']"
7.0,['110'],"['Action', 'Drama', 'Thriller']"
4.7,['87'],"['Comedy', 'Family', 'Fantasy']"
7.0,['125'],"['Biography', 'Drama', 'War']"
4.6,['116'],"['Action', 'Drama', 'Sport']"
6.9,['152'],"['Drama', 'Romance']"
7.0,['109'],"['Adventure', 'Drama', 'Family']"
6.6,['108'],"['Drama', 'Mystery', 'Thriller']"
6.8,['106'],"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
7.3,['93'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']"
7.2,['117'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Sport']"
4.5,['88'],"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Music', 'Musical']"
6.5,['169'],"['Drama', 'Fantasy', 'Horror']"
5.8,['124'],"['Action', 'Adventure', 'Thriller']"
6.3,['110'],"['Action', 'Comedy', 'Crime', 'Thriller']"
8.3,['153'],"['Adventure', 'Drama', 'War']"
6.0,['117'],"['Action', 'Adventure', 'Crime', 'Thriller']"
6.0,['100'],['Comedy']
6.9,['136'],"['Fantasy', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']"
6.5,['119'],"['Action', 'Thriller']"
5.7,['116'],"['Action', 'Sci-Fi']"
5.6,['101'],"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']"
7.2,['146'],"['Action', 'Adventure', 'Drama', 'History', 'War']"
7.2,['138'],"['Action', 'Drama', 'History', 'War']"
6.1,['118'],"['Comedy', 'Drama', 'History', 'War']"
6.8,['87'],"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']"
8.0,['125'],"['Adventure', 'Drama', 'Fantasy', 'Romance']"
6.3,['88'],"['Action', 'Fantasy', 'Horror', 'Sci-Fi']"
6.0,['101'],"['Animation', 'Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Sci-Fi', 'Thriller']"
6.2,['92'],"['Action', 'Drama', 'Fantasy', 'Horror']"
6.9,['139'],"['Action', 'Adventure', 'Drama']"
6.2,['133'],['Drama']
5.3,['111'],"['Comedy', 'Drama']"
5.5,['97'],"['Comedy', 'Drama', 'Romance']"
7.6,['127'],"['Adventure', 'Family', 'Fantasy', 'Romance']"
5.9,['123'],"['Comedy', 'Drama', 'Musical', 'Romance']"
6.1,['106'],"['Action', 'Adventure', 'Mystery', 'Sci-Fi', 'Thriller']"
6.7,['122'],"['Action', 'Crime', 'Drama', 'Thriller']"
5.4,['97'],"['Action', 'Adventure', 'Comedy', 'Thriller']"
5.6,['116'],"['Action', 'Comedy', 'Thriller']"
5.2,['105'],"['Action', 'Horror', 'Sci-Fi']"
6.7,['117'],"['Action', 'Drama', 'History', 'Thriller']"
6.7,['115'],"['Action', 'Thriller']"
6.4,['116'],"['Action', 'Crime', 'Thriller']"
6.3,['125'],"['Drama', 'War']"
3.1,['98'],"['Action', 'Sci-Fi', 'Sport']"
4.2,['99'],"['Action', 'Adventure', 'Fantasy']"
6.2,['96'],"['Action', 'Sci-Fi', 'Thriller']"
3.6,['91'],"['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']"
6.3,['95'],"['Animation', 'Action', 'Adventure', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Sci-Fi']"
5.1,['88'],"['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical']"
5.4,['133'],"['Action', 'Crime', 'Thriller']"
4.3,['114'],"['Drama', 'Mystery', 'Thriller']"
7.2,['127'],"['Adventure', 'Biography', 'Drama', 'History', 'Romance']"
7.6,['95'],"['Animation', 'Adventure', 'Comedy', 'Crime', 'Family', 'Sci-Fi']"
5.9,['114'],['Comedy']
6.6,['140'],"['Action', 'Drama', 'Thriller']"
5.0,['124'],"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Thriller']"
6.4,['124'],"['Action', 'Drama', 'Thriller', 'War']"
6.3,['115'],['Comedy']
6.8,['124'],"['Action', 'Crime', 'Drama', 'Thriller']"
5.9,['105'],"['Comedy', 'Romance']"
5.5,['136'],"['Drama', 'Horror', 'Sci-Fi', 'Thriller']"
5.7,['135'],"['Drama', 'Fantasy', 'Sci-Fi']"
6.4,['86'],"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']"
7.0,['128'],"['Action', 'Drama', 'Thriller']"
5.9,['105'],"['Action', 'Fantasy', 'Horror']"
5.4,['101'],"['Action', 'Adventure', 'History', 'War']"
5.6,['95'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Western']"
6.4,['132'],"['Action', 'Crime', 'Thriller']"
6.4,['127'],"['Comedy', 'Fantasy', 'Romance']"
7.3,['150'],"['Biography', 'Drama', 'History', 'War']"
7.5,['81'],"['Animation', 'Adventure', 'Comedy', 'Family']"
6.3,['97'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
7.6,['158'],"['Drama', 'Musical', 'Romance']"
5.7,['104'],"['Comedy', 'Family', 'Fantasy']"
7.2,['137'],"['Action', 'Biography', 'Drama', 'Sport', 'War']"
7.0,['120'],"['Action', 'Comedy']"
6.5,['95'],"['Comedy', 'Drama']"
6.9,['98'],['Comedy']
6.5,['130'],"['Action', 'Adventure', 'Thriller']"
5.3,['118'],"['Comedy', 'Drama', 'Family', 'Musical']"
6.7,['102'],"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']"
6.0,['129'],"['Drama', 'History', 'Thriller']"
6.1,['104'],"['Comedy', 'Family', 'Fantasy']"
6.5,['117'],['Drama']
6.4,['83'],['Comedy']
6.3,['103'],"['Action', 'Comedy', 'Romance']"
6.6,['105'],"['Comedy', 'Crime', 'Drama', 'Romance']"
5.8,['113'],"['Action', 'Horror', 'Sci-Fi']"
5.3,['93'],"['Action', 'Drama']"
7.1,['131'],"['Drama', 'Sport']"
7.1,['121'],"['Action', 'Adventure', 'Biography', 'Drama', 'Thriller']"
5.3,['95'],"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']"
6.4,['97'],"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']"
6.4,['105'],"['Action', 'Sci-Fi', 'Thriller']"
6.3,['135'],"['Action', 'Drama', 'Thriller']"
6.2,['101'],"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
6.5,['137'],"['Adventure', 'Thriller', 'Western']"
4.7,['97'],"['Action', 'Adventure', 'Crime', 'Fantasy']"
6.3,['94'],"['Animation', 'Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']"
5.1,['92'],"['Action', 'Fantasy', 'Sci-Fi']"
5.8,['95'],"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
6.5,['102'],"['Action', 'Crime', 'Thriller']"
6.4,['129'],"['Action', 'Thriller']"
5.0,['105'],"['Comedy', 'Crime']"
6.8,['130'],"['Crime', 'Drama']"
5.9,['127'],"['Action', 'Drama', 'Fantasy', 'History']"
3.2,['120'],"['Action', 'Adventure', 'Drama', 'War']"
4.4,['98'],"['Comedy', 'Crime']"
7.5,['147'],"['Crime', 'Drama', 'Fantasy']"
6.2,['94'],"['Action', 'Adventure', 'Comedy', 'Crime']"
5.4,['95'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
6.2,['111'],"['Action', 'Thriller']"
6.6,['116'],"['Action', 'War']"
7.8,['168'],"['Crime', 'Drama', 'Mystery', 'Thriller', 'Western']"
3.8,['87'],"['Comedy', 'Romance', 'Sport']"
5.9,['125'],"['Action', 'Comedy', 'Crime', 'Thriller']"
8.1,['149'],"['Drama', 'Mystery', 'Thriller']"
6.3,['93'],"['Comedy', 'Sport']"
6.3,['131'],"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
6.7,['109'],"['Action', 'Comedy', 'Crime', 'Thriller']"
6.2,['143'],"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
6.7,['96'],"['Adventure', 'Drama', 'Family']"
6.2,['94'],"['Comedy', 'Drama', 'Fantasy', 'Romance']"
6.3,['115'],"['Comedy', 'Romance']"
7.7,['100'],"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
7.6,['117'],"['Action', 'Drama']"
5.9,['100'],"['Action', 'Adventure', 'Comedy']"
7.1,['111'],"['Comedy', 'Drama', 'Family']"
7.4,['96'],"['Biography', 'Drama']"
7.9,['119'],"['Action', 'Mystery', 'Thriller']"
5.5,['113'],['Comedy']
7.0,['111'],"['Action', 'Crime', 'Thriller']"
5.6,['92'],"['Comedy', 'Family']"
7.5,['120'],"['Action', 'Crime', 'Drama', 'Thriller']"
5.1,['87'],"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
6.1,['101'],"['Comedy', 'Romance']"
5.5,['92'],"['Action', 'Adventure', 'Fantasy']"
,,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
6.1,['101'],"['Comedy', 'Crime']"
5.5,['94'],"['Adventure', 'Comedy', 'Family']"
5.8,['133'],"['Biography', 'Drama', 'Romance']"
7.0,['130'],"['Action', 'Mystery', 'Thriller']"
7.7,['146'],"['Action', 'Crime', 'Drama', 'Thriller']"
6.8,['125'],"['Comedy', 'Drama', 'Fantasy', 'Romance']"
6.8,['106'],"['Drama', 'Thriller']"
7.7,['100'],"['Animation', 'Drama', 'Family', 'Fantasy', 'Thriller']"
6.5,['115'],"['Action', 'Drama', 'Thriller']"
7.3,['111'],"['Documentary', 'Drama', 'Music']"
4.5,['89'],"['Action', 'Adventure', 'Comedy', 'Crime', 'Family']"
5.0,['91'],"['Adventure', 'Sci-Fi', 'Thriller']"
5.9,['99'],"['Action', 'Thriller']"
6.4,['128'],"['Drama', 'Thriller', 'War']"
4.4,['98'],"['Comedy', 'Family', 'Fantasy']"
6.9,['122'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
6.1,['118'],"['Action', 'Crime', 'Drama', 'Thriller']"
5.5,['116'],"['Action', 'Comedy', 'Crime']"
6.6,['124'],"['Biography', 'Drama']"
7.0,['92'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery']"
6.3,['119'],"['Action', 'Mystery', 'Sci-Fi', 'Thriller']"
6.1,['93'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
6.8,['96'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
5.4,['98'],"['Action', 'Comedy', 'Sci-Fi']"
6.2,['105'],"['Action', 'Drama', 'Thriller']"
