rating_check,runtime,genre
5.1,['115'],"['Action', 'Comedy', 'Crime']"
7.2,['132'],"['Biography', 'Comedy', 'Drama']"
7.2,['124'],"['Action', 'Drama', 'Thriller']"
6.7,['113'],"['Action', 'Crime', 'Drama', 'Thriller']"
6.0,['90'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
7.3,['141'],"['Biography', 'Drama', 'History']"
4.9,['97'],['Comedy']
6.6,['117'],"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
6.4,['116'],"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
6.2,['101'],"['Action', 'Adventure', 'Fantasy', 'Thriller']"
6.0,['91'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
6.2,['125'],"['Comedy', 'Crime', 'Romance', 'Thriller']"
6.0,['101'],"['Crime', 'Mystery', 'Thriller']"
7.3,['134'],"['Biography', 'Drama', 'History', 'Sport']"
7.1,['127'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
6.1,['108'],"['Action', 'Crime', 'Thriller']"
6.8,['111'],"['Drama', 'Sport']"
6.3,['100'],"['Comedy', 'Crime', 'Romance']"
7.9,['122'],"['Adventure', 'Comedy', 'Drama', 'Music']"
6.2,['119'],"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
5.9,['96'],"['Comedy', 'Crime']"
6.7,['117'],"['Biography', 'Drama', 'Music']"
5.9,['130'],"['Action', 'Adventure', 'Fantasy', 'Horror', 'Mystery', 'Romance']"
6.7,['126'],"['Drama', 'Fantasy', 'Sport']"
6.1,['104'],"['Drama', 'Fantasy', 'Mystery', 'Romance', 'Thriller']"
5.7,['87'],"['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi', 'Thriller']"
5.0,['82'],"['Animation', 'Adventure', 'Comedy', 'Family']"
4.4,['101'],"['Action', 'Adventure', 'Crime', 'Sci-Fi', 'Thriller']"
6.7,['88'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
5.6,['105'],"['Drama', 'Horror', 'Mystery']"
5.6,['121'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
4.7,['103'],"['Action', 'Crime', 'Fantasy', 'Thriller']"
6.9,['131'],"['Action', 'Drama', 'Thriller']"
6.1,['106'],"['Adventure', 'Family', 'Fantasy']"
4.8,['90'],"['Horror', 'Sci-Fi', 'Thriller']"
6.5,['140'],"['Action', 'Drama', 'History', 'Romance', 'War']"
6.2,['118'],"['Drama', 'Fantasy', 'Mystery', 'Romance']"
5.0,['90'],"['Adventure', 'Comedy', 'Family', 'Romance', 'Sci-Fi']"
6.7,['132'],"['Action', 'Drama', 'War']"
6.0,['90'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Music']"
5.5,['107'],"['Action', 'Adventure', 'Comedy', 'Crime', 'Mystery']"
3.8,['127'],"['Action', 'Adventure', 'Fantasy', 'Thriller', 'War']"
6.4,['127'],"['Adventure', 'Drama', 'Romance', 'War']"
5.9,['119'],"['Action', 'Adventure', 'Fantasy']"
6.6,['113'],"['Action', 'Crime', 'Drama', 'Thriller']"
5.2,['86'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Mystery', 'Romance']"
6.1,['120'],"['Action', 'Adventure', 'Family', 'Fantasy']"
8.0,['108'],"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
7.3,['133'],"['Action', 'Biography', 'Drama', 'War']"
6.3,['103'],"['Adventure', 'Comedy', 'Fantasy', 'Horror']"
5.9,['125'],"['Action', 'Drama', 'History', 'War']"
6.7,['95'],"['Comedy', 'Drama', 'Fantasy', 'Romance']"
6.3,['119'],['Comedy']
3.7,['90'],"['Comedy', 'Family', 'Romance', 'Sci-Fi']"
6.0,['114'],"['Comedy', 'Drama', 'Romance', 'Sport']"
6.6,['104'],"['Horror', 'Sci-Fi', 'Thriller']"
4.9,['103'],"['Comedy', 'Drama', 'Romance']"
7.2,['134'],"['Biography', 'Drama', 'History', 'War']"
5.7,['145'],"['Comedy', 'Drama', 'Romance']"
5.8,['96'],"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']"
5.5,['116'],['Comedy']
4.3,['96'],"['Action', 'Fantasy', 'Thriller']"
6.3,['97'],"['Action', 'Comedy', 'Crime', 'Drama']"
5.9,['131'],"['Drama', 'Music', 'Romance', 'War']"
5.9,['125'],"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Musical']"
6.2,['106'],['Comedy']
5.6,['95'],"['Action', 'Comedy', 'Drama', 'Family']"
6.2,['86'],"['Action', 'Crime']"
6.1,['117'],"['Adventure', 'Comedy', 'Fantasy']"
8.4,['122'],"['Crime', 'Drama', 'Thriller']"
5.2,['92'],"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Music', 'Musical']"
8.0,['134'],"['Biography', 'Drama', 'Music']"
6.7,['118'],"['Comedy', 'Romance']"
7.0,['108'],"['Comedy', 'Romance']"
8.0,['117'],"['Biography', 'Drama']"
4.6,['118'],"['Drama', 'Romance']"
7.8,['134'],"['Action', 'Biography', 'Crime', 'Drama', 'Thriller']"
6.3,['96'],['Comedy']
6.5,['114'],"['Crime', 'Drama', 'Mystery']"
7.2,['132'],"['Action', 'Crime', 'Thriller']"
4.5,['105'],"['Drama', 'Romance', 'Thriller']"
6.3,['88'],"['Comedy', 'Crime', 'Romance', 'Thriller']"
5.3,['105'],"['Comedy', 'Drama', 'Romance']"
6.3,['98'],"['Drama', 'Mystery', 'Thriller']"
7.3,['95'],"['Adventure', 'Comedy', 'Family', 'Fantasy']"
5.6,['99'],"['Adventure', 'Comedy', 'Family']"
8.2,['111'],"['Action', 'Crime', 'Drama', 'Thriller']"
6.0,['94'],"['Comedy', 'Family', 'Fantasy']"
8.0,['137'],"['Action', 'Crime', 'Thriller']"
6.6,['110'],"['Action', 'Adventure', 'Comedy', 'Western']"
5.8,['91'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
6.6,['104'],"['Action', 'Adventure', 'Fantasy']"
7.2,['143'],"['Drama', 'Musical', 'Romance', 'Thriller']"
6.4,['107'],"['Adventure', 'Comedy', 'Crime', 'Family', 'Musical', 'Mystery']"
7.8,['101'],"['Animation', 'Action', 'Adventure', 'Family', 'Fantasy']"
6.4,['119'],"['Drama', 'Music', 'Musical', 'Romance']"
7.8,['141'],"['Biography', 'Crime', 'Drama', 'History', 'Mystery', 'Thriller']"
5.7,['102'],"['Comedy', 'Sci-Fi']"
6.0,['94'],"['Action', 'Crime', 'Drama', 'Thriller']"
5.8,['118'],['Comedy']
5.8,['91'],"['Comedy', 'Sport']"
6.8,['115'],"['Adventure', 'Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
6.5,['119'],"['Drama', 'Horror', 'Mystery', 'Romance', 'Thriller']"
6.7,['88'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
5.4,['93'],"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
6.8,['114'],"['Biography', 'Drama', 'History', 'War']"
5.6,['107'],"['Comedy', 'Drama', 'Family', 'Fantasy']"
6.2,['219'],"['Biography', 'Drama', 'History', 'War']"
5.7,['92'],"['Action', 'Crime', 'Thriller']"
6.1,['128'],"['Drama', 'Thriller']"
4.3,['95'],"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
7.6,['133'],"['Drama', 'Mystery', 'Romance', 'War']"
5.9,['124'],"['Drama', 'Romance', 'Sport']"
5.3,['96'],"['Crime', 'Thriller']"
6.7,['117'],"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
5.6,['110'],"['Comedy', 'Romance']"
7.6,['123'],['Drama']
6.4,['123'],"['Comedy', 'Drama', 'Romance']"
2.6,['121'],"['Comedy', 'Crime', 'Romance']"
6.0,['99'],"['Action', 'Crime', 'Thriller']"
5.1,['104'],['Comedy']
7.4,['109'],"['Action', 'Crime', 'Drama', 'Thriller']"
6.9,['123'],"['Biography', 'Crime', 'Drama']"
7.6,['127'],"['Drama', 'Musical', 'Romance']"
5.6,['89'],"['Crime', 'Thriller']"
7.1,['135'],"['Action', 'Adventure', 'Drama', 'History', 'War']"
7.5,['191'],"['Action', 'Horror', 'Thriller']"
7.4,['157'],"['Drama', 'History', 'Thriller', 'War']"
8.1,['141'],"['Biography', 'Crime', 'Drama']"
6.5,['108'],"['Comedy', 'Musical', 'Romance']"
5.8,['106'],"['Comedy', 'Drama', 'Romance']"
5.7,['125'],"['Comedy', 'Romance']"
6.3,['112'],"['Comedy', 'Fantasy']"
6.4,['92'],"['Action', 'Crime', 'Thriller']"
5.4,['104'],"['Action', 'Comedy', 'Fantasy']"
6.6,['116'],['Comedy']
5.6,['90'],"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family']"
6.7,['96'],"['Action', 'Adventure', 'Drama']"
5.0,['93'],"['Comedy', 'Family']"
7.0,['106'],"['Romance', 'Sci-Fi', 'Thriller']"
4.7,['130'],"['Adventure', 'Drama', 'Fantasy', 'Romance']"
7.9,['90'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']"
6.9,['106'],['Comedy']
7.0,['112'],"['Action', 'Comedy', 'Crime']"
6.1,['96'],"['Comedy', 'Family']"
6.3,['107'],"['Action', 'Comedy', 'Crime']"
6.3,['119'],['Comedy']
7.0,['112'],"['Action', 'Mystery', 'Sci-Fi', 'Thriller']"
5.8,['96'],"['Comedy', 'Romance']"
7.4,['131'],"['Biography', 'Drama']"
7.1,['130'],"['Drama', 'Sport']"
6.6,['95'],"['Animation', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy']"
6.4,['116'],"['Comedy', 'Romance']"
7.0,['116'],"['Crime', 'Drama', 'Thriller']"
6.8,['104'],"['Comedy', 'Romance']"
6.9,['106'],"['Action', 'Mystery', 'Thriller']"
5.7,['91'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Sport']"
5.6,['97'],"['Comedy', 'Romance']"
7.6,['129'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
3.3,['86'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
7.4,['118'],"['Comedy', 'Drama', 'Romance']"
7.2,['116'],['Drama']
6.2,['121'],"['Action', 'Mystery', 'Sci-Fi', 'Thriller']"
5.4,['110'],"['Horror', 'Mystery']"
7.1,['124'],"['Comedy', 'Drama', 'Family']"
7.6,['133'],"['Biography', 'Drama', 'Sport']"
5.0,['80'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
5.4,['99'],"['Comedy', 'Family']"
8.2,['132'],"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
5.7,['98'],"['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi', 'Thriller']"
5.8,['91'],"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
4.9,['101'],"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance', 'Sport']"
6.2,['114'],"['Action', 'Adventure', 'Comedy']"
6.0,['83'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Sport']"
6.5,['87'],"['Animation', 'Adventure', 'Comedy', 'Family']"
6.7,['113'],['Comedy']
6.1,['88'],"['Action', 'Fantasy', 'Horror']"
6.1,['111'],"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
6.3,['113'],"['Drama', 'Mystery', 'Thriller']"
7.3,['144'],"['Action', 'Drama', 'History', 'Thriller', 'War']"
6.7,['124'],"['Drama', 'Romance', 'Thriller']"
7.1,['115'],"['Action', 'Comedy', 'Crime', 'Drama']"
6.9,['128'],"['Drama', 'Thriller']"
6.1,['94'],"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
7.2,['95'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']"
5.8,['105'],"['Action', 'Crime', 'Thriller']"
5.8,['89'],"['Action', 'Adventure', 'Drama', 'Thriller']"
7.4,['141'],"['Crime', 'Drama']"
6.5,['125'],"['Horror', 'Mystery']"
6.1,['89'],"['Action', 'Thriller']"
6.6,['118'],"['Comedy', 'Sport']"
7.1,['114'],"['Biography', 'Comedy', 'Crime', 'Drama', 'War']"
6.5,['105'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
6.0,['108'],"['Comedy', 'Drama', 'Romance']"
6.6,['119'],"['Adventure', 'Drama', 'Romance', 'Thriller']"
3.7,['93'],"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
6.3,['99'],"['Action', 'Thriller']"
6.0,['119'],"['Comedy', 'Drama', 'Romance']"
7.4,['116'],"['Action', 'Comedy', 'Crime', 'Thriller']"
4.3,['99'],"['Comedy', 'Family']"
6.5,['129'],"['Drama', 'Fantasy', 'Romance']"
6.1,['115'],"['Crime', 'Mystery', 'Thriller']"
7.2,['134'],"['Drama', 'Western']"
4.7,['101'],"['Action', 'Adventure', 'Comedy', 'Mystery', 'Romance']"
7.2,['137'],"['Action', 'Drama', 'History', 'Thriller', 'War']"
6.1,['121'],"['Adventure', 'Crime', 'Drama', 'Thriller', 'War']"
5.8,['125'],"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']"
6.4,['98'],"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
6.6,['114'],"['Action', 'Crime', 'Thriller']"
6.4,['110'],"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
6.5,['118'],"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
5.3,['97'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
6.8,['132'],"['Biography', 'Crime', 'Drama', 'Mystery', 'Thriller']"
7.3,['119'],"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance']"
5.5,['102'],"['Adventure', 'Comedy', 'Fantasy', 'Romance']"
7.3,['134'],"['Biography', 'Crime', 'Drama', 'Thriller']"
6.0,['92'],"['Drama', 'Mystery', 'Thriller']"
6.9,['139'],"['Action', 'Biography', 'Drama', 'History', 'War', 'Western']"
5.7,['95'],"['Action', 'Sci-Fi', 'Thriller']"
5.4,['100'],"['Comedy', 'Crime']"
7.5,['130'],"['Crime', 'Drama', 'Thriller']"
6.1,['124'],"['Drama', 'Fantasy', 'Romance']"
5.9,['110'],"['Action', 'Adventure', 'Crime', 'Thriller']"
7.6,['100'],"['Crime', 'Drama', 'Thriller']"
5.4,['104'],"['Action', 'Fantasy', 'Thriller']"
5.9,['127'],"['Action', 'Biography', 'Crime', 'Drama', 'Thriller']"
3.7,['96'],"['Action', 'Crime', 'Fantasy', 'Thriller']"
6.3,['109'],"['Comedy', 'Crime', 'Drama', 'Thriller']"
6.1,['89'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sport']"
7.4,['135'],"['Comedy', 'Drama', 'Music']"
4.9,['88'],"['Comedy', 'Crime']"
5.6,['105'],"['Comedy', 'Sci-Fi']"
5.9,['125'],"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
4.7,['92'],"['Animation', 'Adventure', 'Comedy', 'Family']"
6.4,['137'],"['Crime', 'Drama', 'History', 'Mystery', 'Thriller']"
6.2,['115'],"['Action', 'Adventure', 'Sci-Fi']"
6.3,['109'],"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']"
6.4,['105'],"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']"
6.1,['102'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery']"
5.9,['87'],"['Action', 'Sci-Fi', 'Thriller']"
6.8,['120'],"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']"
6.6,['129'],"['Drama', 'Romance']"
7.1,['115'],"['Horror', 'Mystery']"
7.6,['147'],"['Crime', 'Drama', 'Thriller']"
6.8,['112'],"['Crime', 'Drama', 'Thriller']"
6.0,['108'],"['Action', 'Crime', 'Thriller']"
6.7,['99'],"['Action', 'Comedy', 'Horror']"
7.3,['118'],"['Comedy', 'Drama']"
5.0,['101'],"['Comedy', 'Family', 'Fantasy', 'Sport']"
6.4,['112'],"['Action', 'Adventure', 'Comedy']"
7.7,['122'],"['Action', 'Crime', 'Drama', 'Western']"
7.4,['120'],"['Drama', 'Mystery', 'Sci-Fi']"
6.4,['118'],"['Comedy', 'Fantasy', 'Romance']"
6.1,['93'],"['Comedy', 'Fantasy']"
4.9,['118'],"['Action', 'Adventure', 'Comedy']"
7.0,['92'],"['Action', 'Adventure', 'Thriller']"
7.0,['127'],"['Biography', 'Crime', 'Drama', 'Thriller']"
7.9,['116'],"['Drama', 'Sci-Fi']"
8.0,['90'],['Documentary']
6.5,['132'],"['Biography', 'Comedy', 'Drama']"
4.5,['75'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
6.2,['99'],"['Drama', 'Mystery', 'Romance', 'Sci-Fi']"
4.7,['81'],"['Action', 'Drama', 'Fantasy', 'Thriller', 'Western']"
7.1,['161'],"['Drama', 'History']"
5.7,['102'],"['Comedy', 'Romance']"
7.2,['118'],"['Drama', 'Mystery', 'Thriller']"
8.1,['153'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
5.5,['101'],"['Animation', 'Adventure', 'Family', 'Fantasy']"
6.2,['92'],"['Action', 'Crime', 'Thriller']"
5.5,['84'],['Comedy']
6.3,['109'],"['Action', 'Comedy', 'Crime', 'Romance']"
5.8,['93'],"['Comedy', 'Music']"
5.8,['93'],"['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']"
5.8,['113'],"['Comedy', 'Family', 'Romance']"
7.4,['97'],"['Adventure', 'Comedy', 'Drama']"
7.1,['120'],"['Adventure', 'Comedy', 'Family', 'Musical']"
5.5,['101'],"['Comedy', 'Romance']"
7.7,['122'],"['Action', 'Crime', 'Drama', 'Thriller']"
6.5,['112'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
5.3,['83'],['Comedy']
7.3,['136'],"['Biography', 'Drama', 'Sport']"
5.5,['110'],"['Action', 'Comedy', 'Romance']"
6.5,['98'],"['Drama', 'Thriller']"
6.7,['106'],"['Action', 'Fantasy', 'Thriller']"
7.3,['109'],"['Biography', 'Drama']"
5.7,['100'],"['Comedy', 'Drama', 'Music', 'Romance']"
7.6,['135'],"['Comedy', 'Drama', 'Romance']"
5.8,['105'],['Comedy']
5.4,['88'],"['Comedy', 'Family', 'Romance']"
5.6,['95'],"['Comedy', 'Family', 'Romance', 'Sport']"
6.7,['109'],"['Adventure', 'Comedy', 'Sci-Fi']"
6.2,['94'],"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']"
4.3,['93'],"['Comedy', 'Family', 'Fantasy', 'Romance']"
6.5,['131'],"['Action', 'Crime', 'Drama', 'Thriller']"
6.5,['117'],"['Comedy', 'Romance']"
5.8,['139'],"['Biography', 'Drama', 'Music']"
6.5,['112'],"['Comedy', 'Romance']"
6.6,['102'],"['Action', 'Drama', 'Thriller']"
6.5,['94'],"['Action', 'Crime', 'Thriller']"
7.3,['152'],"['Drama', 'Fantasy', 'Horror', 'Thriller']"
5.8,['88'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
6.2,['89'],"['Action', 'Adventure', 'Comedy']"
5.4,['86'],"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
7.3,['133'],"['Drama', 'Fantasy', 'History', 'Music', 'Musical', 'Romance']"
7.3,['119'],"['Drama', 'Romance']"
5.5,['90'],"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
7.5,['131'],"['Biography', 'Crime', 'Drama']"
5.0,['87'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']"
6.8,['124'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
6.3,['134'],"['Comedy', 'Crime', 'Musical']"
5.1,['86'],"['Comedy', 'Family', 'Sport']"
7.2,['128'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
5.8,['116'],"['Drama', 'Romance', 'Western']"
5.3,['99'],"['Action', 'Crime', 'Thriller']"
7.1,['95'],"['Action', 'Crime', 'Sci-Fi']"
6.2,['119'],"['Comedy', 'Drama']"
6.2,['116'],"['Biography', 'Comedy', 'Drama', 'Fantasy', 'Romance']"
5.7,['109'],"['Action', 'Adventure', 'Sci-Fi']"
6.3,['101'],"['Action', 'Adventure', 'Comedy']"
6.1,['160'],"['Action', 'Drama', 'War']"
6.5,['85'],"['Comedy', 'Crime', 'Thriller']"
7.0,['114'],"['Action', 'Drama', 'History', 'Romance']"
6.4,['139'],"['Drama', 'Romance']"
4.3,['108'],"['Comedy', 'Family', 'Fantasy']"
7.7,['120'],"['Biography', 'Drama', 'Thriller']"
6.4,['100'],"['Drama', 'Fantasy', 'Romance']"
6.5,['112'],"['Action', 'Adventure', 'Comedy']"
6.6,['117'],"['Action', 'Comedy', 'Crime']"
7.3,['136'],['Drama']
6.1,['103'],"['Comedy', 'Drama']"
7.0,['103'],"['Action', 'Crime', 'Drama', 'Thriller']"
5.1,['84'],"['Comedy', 'Romance']"
6.1,['115'],"['Action', 'Crime', 'Drama', 'Thriller']"
7.5,['108'],"['Adventure', 'Drama', 'Family', 'Fantasy', 'Thriller']"
6.5,['93'],"['Action', 'Crime', 'Thriller']"
7.2,['109'],"['Action', 'Comedy', 'Crime']"
7.8,['135'],"['Drama', 'Romance']"
7.1,['84'],"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family']"
6.0,['90'],"['Comedy', 'Romance']"
5.9,['81'],['Comedy']
4.6,['90'],"['Action', 'Adventure', 'Comedy']"
6.4,['105'],"['Action', 'Comedy', 'Sport']"
6.3,['115'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
5.4,['100'],"['Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']"
6.4,['119'],"['Drama', 'Horror', 'Mystery', 'Thriller']"
3.9,['90'],"['Comedy', 'Crime', 'Mystery']"
5.3,['91'],"['Action', 'Comedy', 'Crime', 'Thriller']"
6.1,['120'],"['Action', 'Crime', 'Drama', 'Thriller']"
7.6,['122'],"['Crime', 'Drama']"
6.6,['102'],"['Action', 'Crime', 'Thriller']"
6.3,['100'],"['Action', 'Fantasy', 'Western']"
7.1,['105'],"['Action', 'Comedy', 'Crime']"
4.9,['101'],"['Animation', 'Adventure', 'Comedy', 'Family']"
7.2,['110'],"['Drama', 'Music']"
7.3,['121'],"['Biography', 'Drama', 'Musical']"
6.9,['132'],"['Action', 'Adventure', 'Romance']"
5.2,['88'],"['Action', 'Comedy', 'Fantasy']"
6.2,['102'],['Comedy']
7.0,['119'],"['Comedy', 'Romance']"
6.2,['140'],"['Action', 'Drama', 'Family', 'Sport']"
7.4,['130'],"['Action', 'Crime', 'Thriller']"
4.2,['125'],"['Drama', 'Romance', 'Thriller']"
7.9,['130'],"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']"
6.7,['108'],"['Comedy', 'Drama', 'Romance']"
7.3,['138'],"['Crime', 'Drama']"
5.9,['98'],"['Comedy', 'Family']"
6.4,['89'],"['Action', 'Sci-Fi', 'Thriller']"
7.5,['121'],"['Action', 'Biography', 'Drama', 'War']"
4.3,['84'],"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
7.3,['134'],"['Horror', 'Mystery', 'Thriller']"
7.8,['120'],"['Biography', 'Drama']"
7.0,['123'],"['Biography', 'Drama', 'Romance']"
6.4,['129'],"['Comedy', 'Drama', 'Romance']"
7.5,['122'],"['Action', 'Crime', 'Thriller']"
5.9,['102'],"['Action', 'Comedy', 'Crime']"
5.1,['83'],['Comedy']
6.0,['100'],"['Comedy', 'Crime']"
5.6,['116'],"['Horror', 'Mystery']"
7.3,['128'],"['Action', 'Thriller']"
5.6,['109'],['Comedy']
6.0,['109'],"['Comedy', 'Romance']"
7.3,['120'],"['Adventure', 'Drama', 'Family']"
7.1,['121'],"['Comedy', 'Drama']"
7.7,['152'],"['Biography', 'Drama', 'Music']"
8.0,['124'],"['Crime', 'Thriller']"
7.6,['142'],"['Drama', 'History', 'Thriller']"
6.6,['90'],"['Action', 'Crime', 'Drama', 'Thriller']"
7.0,['105'],"['Comedy', 'Romance']"
6.0,['114'],"['Comedy', 'Drama', 'Fantasy', 'Romance']"
4.7,['99'],"['Comedy', 'Crime']"
6.4,['121'],"['Action', 'Thriller']"
6.1,['105'],"['Comedy', 'Family', 'Fantasy', 'Mystery', 'Sci-Fi']"
8.1,['139'],"['Biography', 'Drama', 'History', 'War']"
6.1,['123'],"['Adventure', 'Comedy', 'Crime', 'Romance']"
5.1,['82'],"['Action', 'Horror', 'Thriller']"
6.4,['102'],"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Sport']"
6.8,['113'],"['Action', 'Mystery', 'Thriller']"
6.4,['109'],"['Comedy', 'Music']"
5.8,['98'],"['Horror', 'Mystery', 'Thriller']"
6.4,['106'],"['Action', 'Drama', 'Thriller', 'War']"
7.3,['118'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
6.2,['106'],"['Comedy', 'Drama', 'Music', 'Romance']"
7.0,['105'],"['Biography', 'Drama', 'Sport']"
5.9,['89'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
6.3,['108'],"['Comedy', 'Crime']"
7.7,['131'],"['Action', 'Adventure', 'Drama', 'Thriller']"
8.5,['130'],"['Drama', 'Mystery', 'Thriller']"
6.8,['99'],"['Drama', 'Fantasy', 'Romance']"
6.4,['107'],"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
6.6,['105'],"['Comedy', 'Drama', 'Family', 'Fantasy']"
7.8,['139'],"['Action', 'Adventure', 'Drama', 'Thriller']"
6.5,['104'],"['Comedy', 'Music', 'Romance']"
6.5,['96'],"['Drama', 'Mystery', 'Thriller']"
6.5,['104'],"['Drama', 'Horror', 'Mystery', 'Thriller']"
6.8,['134'],"['Biography', 'Drama', 'Music']"
5.8,['101'],"['Comedy', 'Romance']"
6.1,['116'],"['Comedy', 'Western']"
5.9,['92'],"['Action', 'Horror', 'Thriller']"
6.9,['129'],"['Crime', 'Drama', 'Thriller']"
6.2,['104'],"['Comedy', 'Drama', 'Romance', 'Sport']"
4.6,['94'],"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']"
6.5,['112'],"['Adventure', 'Family', 'Fantasy']"
5.1,['94'],"['Comedy', 'Romance']"
6.2,['111'],"['Horror', 'Mystery']"
5.6,['103'],"['Drama', 'Romance']"
7.0,['104'],"['Adventure', 'Comedy', 'Sci-Fi']"
5.8,['95'],"['Comedy', 'Drama']"
6.4,['108'],"['Action', 'Drama', 'Thriller']"
6.3,['104'],"['Action', 'Mystery', 'Thriller']"
4.8,['94'],"['Comedy', 'Drama']"
6.0,['117'],"['Action', 'Adventure', 'Comedy']"
7.2,['123'],['Drama']
5.7,['110'],"['Comedy', 'Romance']"
5.7,['110'],"['Action', 'Comedy', 'Crime']"
7.4,['133'],"['Action', 'Crime', 'Drama', 'History', 'Thriller']"
6.9,['129'],"['Adventure', 'Drama', 'Mystery']"
6.1,['104'],"['Action', 'Crime', 'Thriller']"
6.5,['107'],"['Comedy', 'Drama', 'Romance']"
5.4,['117'],"['Biography', 'Crime', 'Drama', 'Music']"
6.8,['125'],"['Comedy', 'Romance']"
5.7,['117'],"['Action', 'Adventure', 'Crime', 'Thriller']"
6.4,['113'],"['Comedy', 'Drama', 'Sport']"
5.1,['107'],"['Crime', 'Drama', 'Horror', 'Thriller']"
6.9,['135'],"['Drama', 'Musical', 'Romance']"
5.5,['91'],"['Animation', 'Adventure', 'Comedy', 'Crime', 'Family']"
4.7,['104'],"['Action', 'Adventure', 'Romance']"
5.5,['107'],"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']"
